0_answers,0_clear_goals,0_course_name,0_course_rate,0_course_requirements,0_dept,0_feedback,0_hrs_week,0_level,0_num,0_prof,0_prof_interest,0_respect,0_semester,0_students,0_subject_importance,0_subject_matter,0_teaching_rate,0_year,1_answers,1_clear_goals,1_course_name,1_course_rate,1_course_requirements,1_dept,1_feedback,1_hrs_week,1_level,1_num,1_prof,1_prof_interest,1_respect,1_semester,1_students,1_subject_importance,1_subject_matter,1_teaching_rate,1_year,2_answers,2_clear_goals,2_course_name,2_course_rate,2_course_requirements,2_dept,2_feedback,2_hrs_week,2_level,2_num,2_prof,2_prof_interest,2_respect,2_semester,2_students,2_subject_importance,2_subject_matter,2_teaching_rate,2_year
6,5.0,INTRO TO MAYA,5.0,5.0,ETC,5.0,11.5,Graduate,53788,"AUDIA, ROGER",5.0,5.0,Spring,9,5.0,5.0,5.0,2017,6,4.83,INTRO TO MAYA,4.83,4.83,ETC,4.67,8.5,Graduate,53788,"AUDIA, ROGER",4.67,4.67,Spring,6,4.67,4.83,4.67,2016,3,5.0,INTRO TO MAYA,5.0,5.0,ETC,5.0,9.0,Graduate,53788,"AUDIA, ROGER",3.67,5.0,Spring,6,5.0,4.67,5.0,2015
52,4.46,BUILDNG VIRTUAL WRLD,4.63,4.5,ETC,4.58,25.92,Graduate,53831,"CULYBA, DAVID",4.6,4.6,Fall,79,4.58,4.46,4.61,2016,59,4.64,BUILDNG VIRTUAL WRLD,4.72,4.66,ETC,4.71,26.14,Graduate,53831,"SCHELL, JESSE",4.53,4.66,Fall,73,4.71,4.41,4.61,2015,59,4.71,BUILDNG VIRTUAL WRLD,4.75,4.72,ETC,4.78,26.05,Graduate,53831,"CULYBA, DAVID",4.66,4.84,Fall,73,4.7,4.51,4.72,2015
52,4.4,BUILDNG VIRTUAL WRLD,4.6,4.44,ETC,4.62,26.06,Graduate,53831,"SCHELL, JESSE",4.46,4.54,Fall,79,4.56,4.44,4.65,2016,52,4.46,BUILDNG VIRTUAL WRLD,4.63,4.5,ETC,4.58,25.92,Graduate,53831,"CULYBA, DAVID",4.6,4.6,Fall,79,4.58,4.46,4.61,2016,59,4.64,BUILDNG VIRTUAL WRLD,4.72,4.66,ETC,4.71,26.14,Graduate,53831,"SCHELL, JESSE",4.53,4.66,Fall,73,4.71,4.41,4.61,2015
61,4.72,BUILDNG VIRTUAL WRLD,4.85,4.77,ETC,4.89,26.39,Graduate,53831,"CULYBA, DAVID",4.84,4.9,Fall,76,4.82,4.69,4.87,2017,52,4.4,BUILDNG VIRTUAL WRLD,4.6,4.44,ETC,4.62,26.06,Graduate,53831,"SCHELL, JESSE",4.46,4.54,Fall,79,4.56,4.44,4.65,2016,52,4.46,BUILDNG VIRTUAL WRLD,4.63,4.5,ETC,4.58,25.92,Graduate,53831,"CULYBA, DAVID",4.6,4.6,Fall,79,4.58,4.46,4.61,2016
61,4.75,BUILDNG VIRTUAL WRLD,4.83,4.74,ETC,4.79,26.46,Graduate,53831,"SCHELL, JESSE",4.67,4.83,Fall,76,4.75,4.53,4.81,2017,61,4.72,BUILDNG VIRTUAL WRLD,4.85,4.77,ETC,4.89,26.39,Graduate,53831,"CULYBA, DAVID",4.84,4.9,Fall,76,4.82,4.69,4.87,2017,52,4.4,BUILDNG VIRTUAL WRLD,4.6,4.44,ETC,4.62,26.06,Graduate,53831,"SCHELL, JESSE",4.46,4.54,Fall,79,4.56,4.44,4.65,2016
5,5.0,RPG WRITING WORKSHOP,5.0,5.0,ETC,5.0,11.6,Graduate,53871,"KLUG, GERARD",4.8,5.0,Spring,10,4.8,4.8,5.0,2016,3,2.67,RPG WRITING WORKSHOP,2.33,3.0,ETC,3.0,15.0,Graduate,53871,"KLUG, GERARD",3.33,3.0,Fall,3,3.33,3.33,3.0,2016,5,4.6,RPG WRITING WORKSHOP,4.4,3.6,ETC,4.6,6.8,Graduate,53871,"KLUG, GERARD",4.6,4.4,Spring,10,4.4,4.2,4.4,2015
2,4.5,RPG WRITING WORKSHOP,5.0,4.0,ETC,4.5,12.5,Graduate,53871,"KLUG, GERARD",5.0,5.0,Fall,6,5.0,5.0,5.0,2017,5,5.0,RPG WRITING WORKSHOP,5.0,5.0,ETC,5.0,11.6,Graduate,53871,"KLUG, GERARD",4.8,5.0,Spring,10,4.8,4.8,5.0,2016,3,2.67,RPG WRITING WORKSHOP,2.33,3.0,ETC,3.0,15.0,Graduate,53871,"KLUG, GERARD",3.33,3.0,Fall,3,3.33,3.33,3.0,2016
3,5.0,WHY TYPOGRPY MTR MED,5.0,5.0,ETC,5.0,6.0,Graduate,53886,"YEE, SHIRLEY",5.0,5.0,Fall,3,5.0,5.0,5.0,2017,3,4.0,WHY TYPOGRPY MTR MED,4.0,4.33,ETC,4.33,8.0,Graduate,53886,"YEE, SHIRLEY",4.0,4.33,Spring,6,4.33,4.0,4.0,2016,2,5.0,WHY TYPOGRPY MTR MED,4.5,5.0,ETC,4.5,9.5,Graduate,53886,"YEE, SHIRLEY",5.0,5.0,Spring,2,5.0,5.0,4.5,2015
2,4.5,WHY TYPOGRPY MTR MED,4.5,4.0,ETC,5.0,8.0,Graduate,53886,"YEE, SHIRLEY",4.5,4.5,Spring,3,4.5,4.5,4.5,2017,3,5.0,WHY TYPOGRPY MTR MED,5.0,5.0,ETC,5.0,6.0,Graduate,53886,"YEE, SHIRLEY",5.0,5.0,Fall,3,5.0,5.0,5.0,2017,3,4.0,WHY TYPOGRPY MTR MED,4.0,4.33,ETC,4.33,8.0,Graduate,53886,"YEE, SHIRLEY",4.0,4.33,Spring,6,4.33,4.0,4.0,2016
6,4.17,WARMUP,4.17,4.17,DRA,3.5,2.5,Undergraduate,54011,"WADSWORTH, DONALD",4.33,4.67,Fall,15,3.83,4.17,4.17,2017,4,4.25,WARMUP,4.5,5.0,DRA,4.75,2.0,Undergraduate,54011,"WADSWORTH, DONALD",5.0,4.75,Fall,17,5.0,4.75,5.0,2016,4,4.25,WARMUP,4.0,4.75,DRA,3.25,2.0,Undergraduate,54011,"WADSWORTH, DONALD",4.25,4.75,Fall,16,4.0,4.25,4.25,2015
4,4.5,WARMUP,4.25,4.5,DRA,3.75,2.0,Undergraduate,54012,"WADSWORTH, DONALD",4.5,4.5,Spring,14,4.5,4.5,4.5,2017,4,4.5,WARMUP,4.5,4.5,DRA,4.0,2.0,Undergraduate,54012,"WADSWORTH, DONALD",4.0,4.75,Spring,16,4.25,4.25,4.75,2016,3,5.0,WARMUP,5.0,5.0,DRA,4.33,3.0,Undergraduate,54012,"WADSWORTH, DONALD",4.33,5.0,Spring,19,4.67,4.33,4.67,2015
5,4.6,ACTING I,5.0,3.6,DRA,4.6,14.8,Undergraduate,54101,"MACKENZIE-WOOD, BARBARA",4.8,4.4,Fall,10,4.8,4.8,4.8,2017,3,4.33,ACTING I,4.67,4.33,DRA,5.0,10.0,Undergraduate,54101,"SMITH, ANDREW",5.0,5.0,Fall,9,5.0,4.33,4.67,2016,6,5.0,ACTING I,5.0,4.67,DRA,4.67,13.17,Undergraduate,54101,"MACKENZIE-WOOD, BARBARA",5.0,4.67,Fall,9,5.0,5.0,5.0,2016
8,4.5,ACTING I,4.63,4.63,DRA,4.63,10.75,Undergraduate,54101,"SMITH, ANDREW",5.0,4.75,Fall,12,4.75,4.63,4.5,2017,5,4.6,ACTING I,5.0,3.6,DRA,4.6,14.8,Undergraduate,54101,"MACKENZIE-WOOD, BARBARA",4.8,4.4,Fall,10,4.8,4.8,4.8,2017,3,4.33,ACTING I,4.67,4.33,DRA,5.0,10.0,Undergraduate,54101,"SMITH, ANDREW",5.0,5.0,Fall,9,5.0,4.33,4.67,2016
5,4.6,ACTING I,5.0,4.6,DRA,5.0,16.0,Undergraduate,54102,"MACKENZIE-WOOD, BARBARA",5.0,4.4,Spring,7,5.0,4.8,5.0,2016,3,5.0,ACTING I,5.0,4.67,DRA,4.67,13.0,Undergraduate,54102,"SMITH, ANDREW",5.0,5.0,Spring,11,4.33,5.0,5.0,2015,5,4.2,ACTING I,4.6,4.2,DRA,4.6,14.0,Undergraduate,54102,"MACKENZIE-WOOD, BARBARA",5.0,3.6,Spring,11,5.0,4.8,4.6,2015
3,4.67,ACTING I,5.0,4.67,DRA,5.0,12.0,Undergraduate,54102,"SMITH, ANDREW",4.67,4.33,Spring,8,5.0,4.67,4.67,2016,5,4.6,ACTING I,5.0,4.6,DRA,5.0,16.0,Undergraduate,54102,"MACKENZIE-WOOD, BARBARA",5.0,4.4,Spring,7,5.0,4.8,5.0,2016,3,5.0,ACTING I,5.0,4.67,DRA,4.67,13.0,Undergraduate,54102,"SMITH, ANDREW",5.0,5.0,Spring,11,4.33,5.0,5.0,2015
11,3.6381818181818177,VOICE/ALEXANDER I,3.453636363636363,3.4518181818181817,DRA,3.4545454545454546,3.639090909090909,Undergraduate,54106,"FEINDEL, JANET",4.365454545454546,4.365454545454546,Spring,21,4.002727272727273,3.6336363636363633,3.3627272727272723,2017,10,2.3,VOICE/ALEXANDER I,2.3,2.2,DRA,3.1,4.4,Undergraduate,54106,"FEINDEL, JANET",3.4,2.1,Spring,21,3.2,2.2,2.4,2016,8,3.625,VOICE/ALEXANDER I,3.625,3.125,DRA,3.625,5.375,Undergraduate,54106,"FEINDEL, JANET",4.5,4.5,Spring,21,3.625,3.75,3.5,2015
11,4.817272727272727,MOVEMENT I,4.7299999999999995,4.817272727272727,DRA,4.7263636363636365,5.545454545454546,Undergraduate,54107,"MOORE, CATHERINE",4.546363636363636,4.364545454545454,Fall,27,4.817272727272727,4.817272727272727,4.817272727272727,2017,15,4.67,MOVEMENT I,4.800666666666666,4.935999999999999,DRA,4.733999999999999,6.2,Undergraduate,54107,"MOORE, CATHERINE",4.4673333333333325,4.403333333333333,Fall,28,4.935999999999999,4.867333333333333,4.866666666666666,2016,13,4.768461538461539,MOVEMENT I,4.843846153846154,4.693076923076923,DRA,4.691538461538462,6.152307692307692,Undergraduate,54107,"MOORE, CATHERINE",4.843846153846154,4.46,Fall,27,4.843846153846154,4.693076923076923,4.768461538461539,2015
19,4.842631578947368,MOVEMENT I,4.894736842105263,4.843684210526316,DRA,5.0,6.894736842105263,Undergraduate,54108,"MOORE, CATHERINE",4.949473684210526,4.686842105263158,Spring,26,5.0,4.949473684210526,5.0,2017,10,4.801,MOVEMENT I,5.0,5.0,DRA,5.0,9.5,Undergraduate,54108,"MOORE, CATHERINE",5.0,4.9,Spring,22,5.0,4.9,5.0,2016,8,4.75,MOVEMENT I,4.875,4.625,DRA,4.875,9.375,Undergraduate,54108,"MOORE, CATHERINE",4.75,4.625,Spring,27,4.875,5.0,4.625,2015
7,4.71,DRAMATURGY I:APP TXT,4.71,4.71,DRA,4.86,7.57,Undergraduate,54109,"ARONS, WENDY",4.86,4.86,Fall,12,4.86,4.71,4.86,2017,4,5.0,DRAMATURGY I:APP TXT,5.0,5.0,DRA,5.0,5.75,Undergraduate,54109,"ARONS, WENDY",5.0,5.0,Fall,12,5.0,5.0,5.0,2016,6,4.83,DRAMATURGY I:APP TXT,4.83,5.0,DRA,4.67,5.5,Undergraduate,54109,"ARONS, WENDY",5.0,4.67,Fall,12,4.67,4.83,5.0,2015
6,4.33,DIRECTING I: SOURCES,4.67,4.5,DRA,4.67,8.5,Undergraduate,54121,"HARRIS, JED",4.5,4.17,Fall,10,4.67,4.5,4.17,2017,3,5.0,DIRECTING I: SOURCES,5.0,4.67,DRA,5.0,8.0,Undergraduate,54121,"HARRIS, JED",5.0,5.0,Fall,10,5.0,5.0,5.0,2016,6,4.67,DIRECTING I: SOURCES,4.83,4.5,DRA,4.83,8.0,Undergraduate,54121,"HARRIS, JED",5.0,4.67,Fall,10,4.83,4.33,4.83,2015
5,4.2,DIRECTING I: SOURCES,4.8,4.2,DRA,4.2,7.4,Undergraduate,54122,"HARRIS, JED",4.4,4.0,Spring,9,5.0,4.0,4.4,2017,4,4.25,DIRECTING I: SOURCES,4.75,4.5,DRA,4.75,5.0,Undergraduate,54122,"HARRIS, JED",5.0,4.25,Spring,9,4.75,4.5,4.5,2016,1,4.0,DIRECTING I: SOURCES,4.0,4.0,DRA,4.0,5.0,Undergraduate,54122,"HARRIS, JED",4.0,2.0,Spring,9,4.0,3.0,3.0,2015
7,4.2,BALLET I,4.25,4.4,DRA,4.4,3.8,Undergraduate,54123,"CATON, JAMES",4.4,4.4,Fall,16,4.0,4.2,4.4,2016,7,4.57,BALLET I,4.71,4.71,DRA,4.71,6.29,Undergraduate,54123,"CONTE, JUDITH",5.0,4.86,Fall,12,4.57,4.57,4.71,2015,7,4.17,BALLET I,4.33,4.17,DRA,4.33,6.5,Undergraduate,54123,"CATON, JAMES",4.5,4.67,Fall,12,4.33,4.5,4.33,2015
7,4.57,BALLET I,4.43,4.71,DRA,4.57,4.14,Undergraduate,54123,"CONTE, JUDITH",4.86,4.57,Fall,16,4.57,4.71,4.57,2016,7,4.2,BALLET I,4.25,4.4,DRA,4.4,3.8,Undergraduate,54123,"CATON, JAMES",4.4,4.4,Fall,16,4.0,4.2,4.4,2016,7,4.57,BALLET I,4.71,4.71,DRA,4.71,6.29,Undergraduate,54123,"CONTE, JUDITH",5.0,4.86,Fall,12,4.57,4.57,4.71,2015
6,4.4,BALLET I,4.6,4.6,DRA,4.6,3.7999999999999994,Undergraduate,54123,"CATON, JAMES",4.6,4.6,Fall,15,4.8,4.6,4.6,2017,7,4.57,BALLET I,4.43,4.71,DRA,4.57,4.14,Undergraduate,54123,"CONTE, JUDITH",4.86,4.57,Fall,16,4.57,4.71,4.57,2016,7,4.2,BALLET I,4.25,4.4,DRA,4.4,3.8,Undergraduate,54123,"CATON, JAMES",4.4,4.4,Fall,16,4.0,4.2,4.4,2016
6,4.83,BALLET I,4.83,4.83,DRA,5.0,6.0,Undergraduate,54123,"CONTE, JUDITH",5.0,4.83,Fall,15,4.83,4.83,5.0,2017,6,4.4,BALLET I,4.6,4.6,DRA,4.6,3.7999999999999994,Undergraduate,54123,"CATON, JAMES",4.6,4.6,Fall,15,4.8,4.6,4.6,2017,7,4.57,BALLET I,4.43,4.71,DRA,4.57,4.14,Undergraduate,54123,"CONTE, JUDITH",4.86,4.57,Fall,16,4.57,4.71,4.57,2016
2,3.5,BALLET I,5.0,4.0,DRA,5.0,5.0,Undergraduate,54124,"CATON, JAMES",4.5,5.0,Spring,6,4.5,5.0,5.0,2016,2,5.0,BALLET I,5.0,5.0,DRA,5.0,5.0,Undergraduate,54124,"CONTE, JUDITH",5.0,5.0,Spring,9,5.0,5.0,5.0,2015,4,4.75,BALLET I,4.75,4.75,DRA,4.75,5.75,Undergraduate,54124,"CATON, JAMES",5.0,4.75,Spring,10,4.5,5.0,4.75,2015
2,5.0,BALLET I,5.0,5.0,DRA,5.0,5.0,Undergraduate,54124,"CONTE, JUDITH",5.0,5.0,Spring,5,5.0,5.0,5.0,2016,2,3.5,BALLET I,5.0,4.0,DRA,5.0,5.0,Undergraduate,54124,"CATON, JAMES",4.5,5.0,Spring,6,4.5,5.0,5.0,2016,2,5.0,BALLET I,5.0,5.0,DRA,5.0,5.0,Undergraduate,54124,"CONTE, JUDITH",5.0,5.0,Spring,9,5.0,5.0,5.0,2015
5,4.8,BALLET I,4.8,4.8,DRA,4.8,4.25,Undergraduate,54124,"CATON, JAMES",4.8,4.8,Spring,8,4.6,4.8,4.8,2017,2,5.0,BALLET I,5.0,5.0,DRA,5.0,5.0,Undergraduate,54124,"CONTE, JUDITH",5.0,5.0,Spring,5,5.0,5.0,5.0,2016,2,3.5,BALLET I,5.0,4.0,DRA,5.0,5.0,Undergraduate,54124,"CATON, JAMES",4.5,5.0,Spring,6,4.5,5.0,5.0,2016
5,5.0,BALLET I,4.8,5.0,DRA,4.8,6.5,Undergraduate,54124,"CONTE, JUDITH",5.0,5.0,Spring,7,4.8,5.0,5.0,2017,5,4.8,BALLET I,4.8,4.8,DRA,4.8,4.25,Undergraduate,54124,"CATON, JAMES",4.8,4.8,Spring,8,4.6,4.8,4.8,2017,2,5.0,BALLET I,5.0,5.0,DRA,5.0,5.0,Undergraduate,54124,"CONTE, JUDITH",5.0,5.0,Spring,5,5.0,5.0,5.0,2016
3,4.33,MUSIC SKILLS I,4.67,4.67,DRA,4.67,2.0,Undergraduate,54125,"BENACK, CLAUDIA",4.67,4.33,Fall,13,4.67,4.67,4.33,2017,6,3.67,MUSIC SKILLS I,3.67,3.83,DRA,3.5,2.5,Undergraduate,54125,"BENACK, CLAUDIA",3.67,4.33,Fall,13,3.83,4.0,4.0,2016,7,4.0,MUSIC SKILLS I,3.0,4.0,DRA,3.71,3.29,Undergraduate,54125,"BENACK, CLAUDIA",3.86,3.43,Fall,10,3.86,3.86,3.71,2015
9,4.67,STAGECRAFT,4.67,4.83,DRA,4.17,14.71,Undergraduate,54151,"BROWN, CHRISTIAN",4.67,4.8,Fall,26,4.6,4.5,4.8,2016,11,3.82,STAGECRAFT,4.18,3.82,DRA,3.82,11.640000000000002,Undergraduate,54151,"HOLCOMB, DAVID",4.18,4.36,Fall,31,4.27,4.27,4.18,2015,11,3.78,STAGECRAFT,4.11,3.89,DRA,3.89,9.0,Undergraduate,54151,"BROWN, CHRISTIAN",4.2,4.22,Fall,31,4.22,4.22,4.11,2015
9,4.43,STAGECRAFT,4.5,4.29,DRA,4.0,13.75,Undergraduate,54151,"HOLCOMB, DAVID",4.29,4.57,Fall,26,4.29,4.14,4.43,2016,9,4.67,STAGECRAFT,4.67,4.83,DRA,4.17,14.71,Undergraduate,54151,"BROWN, CHRISTIAN",4.67,4.8,Fall,26,4.6,4.5,4.8,2016,11,3.82,STAGECRAFT,4.18,3.82,DRA,3.82,11.640000000000002,Undergraduate,54151,"HOLCOMB, DAVID",4.18,4.36,Fall,31,4.27,4.27,4.18,2015
9,4.44,BASIC PTM 1,4.56,4.56,DRA,4.44,4.0,Undergraduate,54157,"HINES, KEVIN",4.56,4.67,Fall,26,4.89,4.67,4.56,2017,10,4.5,BASIC PTM 1,4.7,4.3,DRA,4.0,4.7,Undergraduate,54157,"HINES, KEVIN",4.7,5.0,Fall,26,4.6,4.7,4.9,2016,13,4.0,BASIC PTM,4.46,4.08,DRA,4.15,5.23,Undergraduate,54157,"HINES, KEVIN",4.69,4.69,Fall,29,4.33,4.46,4.46,2015
15,3.47,BASIC PTM 2,3.07,3.53,DRA,1.87,8.0,Undergraduate,54158,"BOEVERS, DAVID",2.47,2.33,Spring,25,3.53,3.47,2.8,2017,8,3.5,BASIC PTM 2,3.13,3.25,DRA,1.75,9.63,Undergraduate,54158,"BOEVERS, DAVID",2.0,1.88,Spring,27,3.13,3.25,2.75,2016,13,3.23,BASIC PTM,2.62,2.8500000000000005,DRA,1.85,9.92,Undergraduate,54158,"BOEVERS, DAVID",2.62,2.08,Spring,20,3.0,2.92,2.46,2015
1,5.0,INTRO COSTUME DESIGN,5.0,5.0,DRA,5.0,8.0,Undergraduate,54162,"TSU, SUSAN",5.0,5.0,Spring,4,5.0,5.0,5.0,2017,1,5.0,INTRO COSTUME DESIGN,5.0,4.0,DRA,4.0,8.0,Undergraduate,54162,"TSU, SUSAN",5.0,5.0,Spring,4,5.0,5.0,4.0,2016,6,4.5,INTRO COSTUME DESIGN,4.17,4.0,DRA,4.5,11.0,Undergraduate,54162,"TSU, SUSAN",4.83,5.0,Spring,6,4.83,4.67,4.67,2015
3,4.0,INTRO SND DSGN THTRE,4.33,3.67,DRA,4.33,6.0,Undergraduate,54166,"PICKETT, SARAH",4.67,5.0,Spring,6,4.0,3.67,4.67,2017,3,4.33,INTRO SND DSGN THTRE,4.67,4.33,DRA,4.67,4.0,Undergraduate,54166,"PICKETT, SARAH",4.67,5.0,Spring,3,4.33,4.67,4.67,2016,6,4.0,INTRO SND DSGN THTRE,4.0,3.67,DRA,4.33,7.5,Undergraduate,54166,"PICKETT, SARAH",4.83,4.83,Spring,7,4.83,4.17,4.33,2015
4,3.75,ACTING FOR DIRECTORS,3.75,3.25,DRA,4.0,7.25,Undergraduate,54167,"MACKENZIE-WOOD, BARBARA",3.5,2.5,Fall,4,4.25,4.0,3.5,2017,1,5.0,ACTING FOR DIRECTORS,5.0,5.0,DRA,5.0,2.0,Undergraduate,54167,"SMITH, ANDREW",5.0,5.0,Fall,4,5.0,5.0,5.0,2016,1,5.0,ACTING FOR DIRECTORS,5.0,5.0,DRA,5.0,8.0,Undergraduate,54167,"MACKENZIE-WOOD, BARBARA",5.0,5.0,Fall,4,5.0,5.0,5.0,2016
4,5.0,ACTING FOR DIRECTORS,5.0,5.0,DRA,5.0,9.5,Undergraduate,54167,"SMITH, ANDREW",5.0,4.5,Fall,4,5.0,5.0,5.0,2017,4,3.75,ACTING FOR DIRECTORS,3.75,3.25,DRA,4.0,7.25,Undergraduate,54167,"MACKENZIE-WOOD, BARBARA",3.5,2.5,Fall,4,4.25,4.0,3.5,2017,1,5.0,ACTING FOR DIRECTORS,5.0,5.0,DRA,5.0,2.0,Undergraduate,54167,"SMITH, ANDREW",5.0,5.0,Fall,4,5.0,5.0,5.0,2016
10,2.6,STUDIOCRAFT 1,2.7,3.1,DRA,2.6,5.6,Undergraduate,54169,"ZAMBORSKY, BETH",2.8,2.9,Fall,24,2.6,2.2,2.4,2016,10,4.5,STUDIOCRAFT 1,4.5,4.6,DRA,4.3,12.8,Undergraduate,54169,"BLOCK, RICHARD",4.5,3.8,Fall,24,4.3,4.5,4.4,2016,14,4.57,STUDIOCRAFT,4.62,4.54,DRA,4.85,7.79,Undergraduate,54169,"ZAMBORSKY, BETH",4.64,4.71,Fall,29,4.43,4.36,4.57,2015
9,4.67,STUDIOCRAFT 1,4.56,4.44,DRA,4.22,11.44,Undergraduate,54169,"BLOCK, RICHARD",4.67,4.33,Fall,27,4.67,4.67,4.56,2017,10,2.6,STUDIOCRAFT 1,2.7,3.1,DRA,2.6,5.6,Undergraduate,54169,"ZAMBORSKY, BETH",2.8,2.9,Fall,24,2.6,2.2,2.4,2016,10,4.5,STUDIOCRAFT 1,4.5,4.6,DRA,4.3,12.8,Undergraduate,54169,"BLOCK, RICHARD",4.5,3.8,Fall,24,4.3,4.5,4.4,2016
9,3.56,STUDIOCRAFT 1,3.8899999999999997,3.56,DRA,3.67,7.33,Undergraduate,54169,"ZAMBORSKY, BETH",4.33,3.7799999999999994,Fall,27,4.11,4.0,3.7799999999999994,2017,9,4.67,STUDIOCRAFT 1,4.56,4.44,DRA,4.22,11.44,Undergraduate,54169,"BLOCK, RICHARD",4.67,4.33,Fall,27,4.67,4.67,4.56,2017,10,2.6,STUDIOCRAFT 1,2.7,3.1,DRA,2.6,5.6,Undergraduate,54169,"ZAMBORSKY, BETH",2.8,2.9,Fall,24,2.6,2.2,2.4,2016
8,3.43,STUDIOCRAFT 2,2.71,3.43,DRA,2.86,12.0,Undergraduate,54170,"BLOCK, RICHARD",2.57,2.0,Spring,27,3.71,3.29,2.43,2016,14,2.93,STUDIOCRAFT,2.79,2.86,DRA,1.86,5.46,Undergraduate,54170,"BOEVERS, DAVID",2.71,2.43,Spring,20,3.36,2.79,2.5,2015,14,4.29,STUDIOCRAFT,4.21,4.36,DRA,3.93,15.929999999999998,Undergraduate,54170,"BLOCK, RICHARD",4.29,4.14,Spring,20,4.57,4.29,4.29,2015
8,3.29,STUDIOCRAFT 2,2.43,3.57,DRA,1.71,7.29,Undergraduate,54170,"BOEVERS, DAVID",2.0,1.86,Spring,27,3.57,3.29,2.29,2016,8,3.43,STUDIOCRAFT 2,2.71,3.43,DRA,2.86,12.0,Undergraduate,54170,"BLOCK, RICHARD",2.57,2.0,Spring,27,3.71,3.29,2.43,2016,14,2.93,STUDIOCRAFT,2.79,2.86,DRA,1.86,5.46,Undergraduate,54170,"BOEVERS, DAVID",2.71,2.43,Spring,20,3.36,2.79,2.5,2015
14,4.43,STUDIOCRAFT 2,4.29,4.21,DRA,4.14,13.58,Undergraduate,54170,"BLOCK, RICHARD",4.36,3.69,Spring,24,4.14,4.14,4.0,2017,8,3.29,STUDIOCRAFT 2,2.43,3.57,DRA,1.71,7.29,Undergraduate,54170,"BOEVERS, DAVID",2.0,1.86,Spring,27,3.57,3.29,2.29,2016,8,3.43,STUDIOCRAFT 2,2.71,3.43,DRA,2.86,12.0,Undergraduate,54170,"BLOCK, RICHARD",2.57,2.0,Spring,27,3.71,3.29,2.43,2016
14,3.0800000000000005,STUDIOCRAFT 2,2.9199999999999995,3.3300000000000005,DRA,2.17,6.75,Undergraduate,54170,"BOEVERS, DAVID",2.25,2.17,Spring,24,3.3300000000000005,2.9199999999999995,2.4199999999999995,2017,14,4.43,STUDIOCRAFT 2,4.29,4.21,DRA,4.14,13.58,Undergraduate,54170,"BLOCK, RICHARD",4.36,3.69,Spring,24,4.14,4.14,4.0,2017,8,3.29,STUDIOCRAFT 2,2.43,3.57,DRA,1.71,7.29,Undergraduate,54170,"BOEVERS, DAVID",2.0,1.86,Spring,27,3.57,3.29,2.29,2016
10,3.6,BASIC DESIGN 1,4.7,3.7,DRA,4.3,21.6,Undergraduate,54171,"TSU, SUSAN",4.8,5.0,Fall,26,4.6,4.5,4.5,2017,10,3.9,BASIC DESIGN 1,4.7,4.0,DRA,4.5,14.3,Undergraduate,54171,"TSU, SUSAN",4.8,5.0,Fall,25,4.5,4.2,4.7,2016,14,4.5,BASIC DESIGN 1,4.86,4.64,DRA,4.71,16.07,Undergraduate,54171,"TSU, SUSAN",5.0,5.0,Fall,29,4.86,4.5,5.0,2015
11,3.45,BASIC DESIGN 2,4.36,3.45,DRA,3.9100000000000006,13.3,Undergraduate,54172,"TSU, SUSAN",4.82,4.82,Spring,24,4.64,3.73,4.45,2017,8,3.5,BASIC DESIGN 2,4.38,3.75,DRA,4.63,17.0,Undergraduate,54172,"TSU, SUSAN",4.75,4.75,Spring,28,4.38,3.88,4.5,2016,13,4.69,BASIC DESIGN,4.62,4.46,DRA,4.92,21.31,Undergraduate,54172,"TSU, SUSAN",4.69,4.92,Spring,20,4.85,4.69,4.77,2015
23,3.78,CONSERVATORY HOUR,3.78,3.78,DRA,3.3,2.0,Undergraduate,54176,"BLOCK, RICHARD",3.17,3.0,Spring,68,3.4800000000000004,3.61,3.17,2016,20,4.65,CONSERVATORY HOUR,4.2,4.6,DRA,4.7,2.79,Undergraduate,54176,"RIVAS, MEGAN",4.6,4.65,Spring,60,4.75,4.6,4.55,2015,20,4.6,CONSERVATORY HOUR,4.2,4.6,DRA,4.55,2.15,Undergraduate,54176,"BLOCK, RICHARD",4.6,4.7,Spring,60,4.5,4.45,4.5,2015
23,4.57,CONSERVATORY HOUR,4.14,4.71,DRA,4.48,2.0,Undergraduate,54176,"RIVAS, MEGAN",4.71,4.9,Spring,68,4.43,4.62,4.67,2016,23,3.78,CONSERVATORY HOUR,3.78,3.78,DRA,3.3,2.0,Undergraduate,54176,"BLOCK, RICHARD",3.17,3.0,Spring,68,3.4800000000000004,3.61,3.17,2016,20,4.65,CONSERVATORY HOUR,4.2,4.6,DRA,4.7,2.79,Undergraduate,54176,"RIVAS, MEGAN",4.6,4.65,Spring,60,4.75,4.6,4.55,2015
29,4.14,CONSERVATORY HOUR,4.0,4.48,DRA,3.86,2.0,Undergraduate,54176,"BLOCK, RICHARD",4.14,4.29,Spring,63,3.96,4.18,4.14,2017,23,4.57,CONSERVATORY HOUR,4.14,4.71,DRA,4.48,2.0,Undergraduate,54176,"RIVAS, MEGAN",4.71,4.9,Spring,68,4.43,4.62,4.67,2016,23,3.78,CONSERVATORY HOUR,3.78,3.78,DRA,3.3,2.0,Undergraduate,54176,"BLOCK, RICHARD",3.17,3.0,Spring,68,3.4800000000000004,3.61,3.17,2016
