0_answers,0_clear_goals,0_course_name,0_course_rate,0_course_requirements,0_dept,0_feedback,0_hrs_week,0_level,0_num,0_prof,0_prof_interest,0_respect,0_semester,0_students,0_subject_importance,0_subject_matter,0_teaching_rate,0_year,1_answers,1_clear_goals,1_course_name,1_course_rate,1_course_requirements,1_dept,1_feedback,1_hrs_week,1_level,1_num,1_prof,1_prof_interest,1_respect,1_semester,1_students,1_subject_importance,1_subject_matter,1_teaching_rate,1_year,2_answers,2_clear_goals,2_course_name,2_course_rate,2_course_requirements,2_dept,2_feedback,2_hrs_week,2_level,2_num,2_prof,2_prof_interest,2_respect,2_semester,2_students,2_subject_importance,2_subject_matter,2_teaching_rate,2_year
117,4.44,STATICS,4.19,4.44,MEG,3.92,8.09,Undergraduate,24261,"STEIF, PAUL",4.52,4.6,Fall,133,4.43,4.36,4.35,2017,165,4.1,STATICS,3.81,4.15,MEG,3.68,8.55,Undergraduate,24261,"STEIF, PAUL",4.31,4.23,Fall,185,4.23,4.1,3.94,2016,73,4.41,STATICS,4.27,4.36,MEG,4.12,8.72,Undergraduate,24261,"STEIF, PAUL",4.49,4.58,Fall,120,4.42,4.47,4.4,2015
152,4.09,STRESS ANALYSIS,3.81,4.14,MEG,3.5799999999999996,9.31,Undergraduate,24262,"STEIF, PAUL",4.22,4.13,Spring,169,4.14,3.94,3.85,2017,62,4.48,STRESS ANALYSIS,4.37,4.47,MEG,4.29,9.69,Undergraduate,24262,"STEIF, PAUL",4.65,4.65,Spring,108,4.66,4.53,4.5,2016,72,4.48,STRESS ANALYSIS,4.31,4.54,MEG,4.04,9.63,Undergraduate,24262,"STEIF, PAUL",4.61,4.49,Spring,124,4.51,4.38,4.38,2015
6,4.17,ST RENEW ENERGY ENGR,3.83,4.0,MEG,3.83,6.5,Undergraduate,24292,"YAO, SHI-CHUNE",4.5,5.0,Fall,12,4.67,3.83,4.0,2017,10,4.2,ST RENEW ENERGY ENGR,4.0,4.2,MEG,3.7,6.5,Undergraduate,24292,"YAO, SHI-CHUNE",4.2,4.5,Spring,16,4.4,4.1,4.1,2016,11,4.0,ST RENEW ENERGY ENGR,4.0,4.0,MEG,4.0,5.27,Undergraduate,24292,"YAO, SHI-CHUNE",4.36,4.45,Spring,17,4.45,4.3,4.2,2015
7,4.14,ST RENEW ENERGY ENGR,4.14,4.14,MEG,3.71,8.0,Undergraduate,24292,"YAO, SHI-CHUNE",4.14,4.57,Spring,17,4.43,4.14,4.29,2017,6,4.17,ST RENEW ENERGY ENGR,3.83,4.0,MEG,3.83,6.5,Undergraduate,24292,"YAO, SHI-CHUNE",4.5,5.0,Fall,12,4.67,3.83,4.0,2017,10,4.2,ST RENEW ENERGY ENGR,4.0,4.2,MEG,3.7,6.5,Undergraduate,24292,"YAO, SHI-CHUNE",4.2,4.5,Spring,16,4.4,4.1,4.1,2016
30,4.6,MECHNCL ENG SEM I,4.101999999999999,4.635999999999999,MEG,4.6979999999999995,2.1,Undergraduate,24302,"JOSHI, SHRADDHA",4.5,4.732,Fall,37,4.3020000000000005,4.468,4.332,2016,15,4.266666666666667,MECHNCL ENG SEM I,4.0,4.2,MEG,4.266666666666667,2.8,Undergraduate,24302,"JOSHI, SHRADDHA",4.333333333333333,4.266666666666667,Spring,27,4.066666666666666,4.266666666666667,4.133333333333334,2015,37,4.202702702702703,MECHNCL ENG SEM I,3.625135135135135,4.214864864864865,MEG,4.174594594594594,2.417297297297297,Undergraduate,24302,"JOSHI, SHRADDHA",4.095945945945946,4.265405405405406,Fall,59,4.128378378378378,3.793783783783784,3.9005405405405402,2015
14,4.29,MECHNCL ENG SEM I,4.001428571428571,4.3585714285714285,MEG,4.612857142857143,3.0742857142857143,Undergraduate,24302,"JOSHI, SHRADDHA",4.29,4.29,Spring,26,4.284285714285715,4.215714285714285,3.932857142857143,2016,30,4.6,MECHNCL ENG SEM I,4.101999999999999,4.635999999999999,MEG,4.6979999999999995,2.1,Undergraduate,24302,"JOSHI, SHRADDHA",4.5,4.732,Fall,37,4.3020000000000005,4.468,4.332,2016,15,4.266666666666667,MECHNCL ENG SEM I,4.0,4.2,MEG,4.266666666666667,2.8,Undergraduate,24302,"JOSHI, SHRADDHA",4.333333333333333,4.266666666666667,Spring,27,4.066666666666666,4.266666666666667,4.133333333333334,2015
30,4.468,MECHNCL ENG SEM I,4.001666666666666,4.332,MEG,4.534000000000001,2.0996666666666663,Undergraduate,24302,"JOSHI, SHRADDHA",4.364999999999999,4.531333333333333,Fall,49,4.266,4.267666666666667,4.266,2017,14,4.29,MECHNCL ENG SEM I,4.001428571428571,4.3585714285714285,MEG,4.612857142857143,3.0742857142857143,Undergraduate,24302,"JOSHI, SHRADDHA",4.29,4.29,Spring,26,4.284285714285715,4.215714285714285,3.932857142857143,2016,30,4.6,MECHNCL ENG SEM I,4.101999999999999,4.635999999999999,MEG,4.6979999999999995,2.1,Undergraduate,24302,"JOSHI, SHRADDHA",4.5,4.732,Fall,37,4.3020000000000005,4.468,4.332,2016
12,4.67,MECHNCL ENG SEM I,4.08,4.67,MEG,4.58,2.0,Undergraduate,24302,"JOSHI, SHRADDHA",4.67,4.75,Spring,16,4.67,4.67,4.42,2017,30,4.468,MECHNCL ENG SEM I,4.001666666666666,4.332,MEG,4.534000000000001,2.0996666666666663,Undergraduate,24302,"JOSHI, SHRADDHA",4.364999999999999,4.531333333333333,Fall,49,4.266,4.267666666666667,4.266,2017,14,4.29,MECHNCL ENG SEM I,4.001428571428571,4.3585714285714285,MEG,4.612857142857143,3.0742857142857143,Undergraduate,24302,"JOSHI, SHRADDHA",4.29,4.29,Spring,26,4.284285714285715,4.215714285714285,3.932857142857143,2016
80,3.21,THRML FLDS EXPRM DES,3.14,3.0,MEG,3.17,11.35,Undergraduate,24321,"RABIN, YOED",3.29,3.2599999999999993,Spring,113,3.1,3.11,3.13,2016,70,3.94,THRML FLDS EXPRM DES,3.51,3.85,MEG,3.93,12.72,Undergraduate,24321,"SHEN, SHENG",4.18,4.26,Spring,112,3.9,3.9,3.99,2015,70,3.37,THRML FLDS EXPRM DES,3.19,3.26,MEG,3.31,12.64,Undergraduate,24321,"RABIN, YOED",3.63,3.53,Spring,112,3.31,3.21,3.24,2015
80,3.84,THRML FLDS EXPRM DES,3.5799999999999996,3.71,MEG,3.66,11.23,Undergraduate,24321,"SHEN, SHENG",4.16,4.25,Spring,113,3.62,3.8299999999999996,3.91,2016,80,3.21,THRML FLDS EXPRM DES,3.14,3.0,MEG,3.17,11.35,Undergraduate,24321,"RABIN, YOED",3.29,3.2599999999999993,Spring,113,3.1,3.11,3.13,2016,70,3.94,THRML FLDS EXPRM DES,3.51,3.85,MEG,3.93,12.72,Undergraduate,24321,"SHEN, SHENG",4.18,4.26,Spring,112,3.9,3.9,3.99,2015
79,3.5554430379746833,THRML FLDS EXPRM DES,3.317088607594937,3.533544303797468,MEG,3.393164556962026,11.884810126582279,Undergraduate,24321,"RABIN, YOED",3.5443037974683542,3.3662025316455697,Spring,110,3.635696202531645,3.3932911392405063,3.3169620253164553,2017,80,3.84,THRML FLDS EXPRM DES,3.5799999999999996,3.71,MEG,3.66,11.23,Undergraduate,24321,"SHEN, SHENG",4.16,4.25,Spring,113,3.62,3.8299999999999996,3.91,2016,80,3.21,THRML FLDS EXPRM DES,3.14,3.0,MEG,3.17,11.35,Undergraduate,24321,"RABIN, YOED",3.29,3.2599999999999993,Spring,113,3.1,3.11,3.13,2016
79,4.230126582278481,THRML FLDS EXPRM DES,3.7244303797468357,4.127721518987342,MEG,4.151012658227848,11.965696202531644,Undergraduate,24321,"SHEN, SHENG",4.451645569620253,4.574556962025317,Spring,110,4.179746835443038,4.2194936708860755,4.28873417721519,2017,79,3.5554430379746833,THRML FLDS EXPRM DES,3.317088607594937,3.533544303797468,MEG,3.393164556962026,11.884810126582279,Undergraduate,24321,"RABIN, YOED",3.5443037974683542,3.3662025316455697,Spring,110,3.635696202531645,3.3932911392405063,3.3169620253164553,2017,80,3.84,THRML FLDS EXPRM DES,3.5799999999999996,3.71,MEG,3.66,11.23,Undergraduate,24321,"SHEN, SHENG",4.16,4.25,Spring,113,3.62,3.8299999999999996,3.91,2016
9,4.78,INTRO BIOMECH,4.33,4.56,MEG,4.22,8.33,Undergraduate,24334,"COOK, KEITH",4.56,4.78,Fall,11,4.67,4.33,4.0,2017,4,5.0,INTRO BIOMECH,5.0,4.25,MEG,4.5,9.5,Undergraduate,24334,"COOK, KEITH",4.75,5.0,Fall,4,5.0,5.0,4.75,2016,4,4.5,INTRO BIOMECH,4.75,4.5,MEG,4.75,9.5,Undergraduate,24334,"COOK, KEITH",4.75,4.5,Fall,7,5.0,5.0,4.75,2015
7,3.57,MANUFACTUR SCIENCES,3.71,3.71,MEG,3.43,6.29,Undergraduate,24341,"JARVIS, GLENN",4.29,4.86,Spring,12,4.14,4.29,3.86,2017,17,4.0,MANUFACTUR SCIENCES,4.18,4.18,MEG,3.76,6.76,Undergraduate,24341,"JARVIS, GLENN",4.24,4.71,Spring,32,4.35,4.06,4.12,2016,15,4.13,MANUFACTUR SCIENCES,3.8,3.93,MEG,3.8,4.2,Undergraduate,24341,"JARVIS, GLENN",4.27,4.6,Spring,28,4.07,4.2,4.0,2015
96,3.67,DYNAMICS,3.5499999999999994,3.83,MEG,3.32,9.94,Undergraduate,24351,"MAJIDI, CARMEL",3.64,4.26,Fall,165,3.7999999999999994,3.59,3.52,2017,92,3.71,DYNAMICS,3.2599999999999993,3.7599999999999993,MEG,3.37,9.71,Undergraduate,24351,"MAJIDI, CARMEL",3.7599999999999993,4.25,Fall,96,3.97,3.2,3.2699999999999996,2016,116,3.68,DYNAMICS,3.3099999999999996,3.72,MEG,3.23,8.97,Undergraduate,24351,"MAJIDI, CARMEL",3.86,4.31,Fall,124,3.73,3.3099999999999996,3.35,2015
103,4.33,DYNMC SYS & CONTROL,4.3,4.44,MEG,4.03,10.43,Undergraduate,24352,"OZDOGANLAR, BURAK",4.45,4.6,Spring,107,4.43,4.38,4.39,2017,102,2.6,DYNMC SYS & CONTROL,2.4,2.82,MEG,2.7,8.78,Undergraduate,24352,"RIVIERE, CAMERON",3.2,3.93,Spring,117,2.5,2.36,2.29,2016,104,3.83,DYNMC SYS & CONTROL,3.7199999999999998,3.86,MEG,3.3400000000000003,9.7,Undergraduate,24352,"OZDOGANLAR, BURAK",4.09,4.23,Spring,106,4.01,4.01,4.01,2015
26,4.65,SP TP GD SN ACTR PRO,4.73,4.73,MEG,4.56,8.12,Undergraduate,24354,"BEDILLION, MARK",4.85,4.85,Spring,26,4.77,4.77,4.69,2017,14,3.14,SP TP GD SN ACTR PRO,2.93,3.14,MEG,3.14,8.86,Undergraduate,24354,"BOIRUM, CURTIS",3.86,4.14,Fall,28,3.71,2.79,2.79,2017,21,4.38,SP TP GD SN ACTR PRO,4.52,4.33,MEG,4.14,8.29,Undergraduate,24354,"BEDILLION, MARK",4.67,4.81,Fall,23,4.62,4.62,4.67,2016
18,4.5,INTERNL COMBST ENGNS,4.61,4.56,MEG,4.11,8.88,Undergraduate,24421,"SINGH, SATBIR",4.39,4.67,Fall,20,4.61,4.67,4.67,2016,16,4.55,INTERNL COMBST ENGNS,4.55,4.55,MEG,4.55,8.55,Undergraduate,24421,"WISS, JOHN",4.36,4.36,Fall,21,4.55,4.55,4.55,2015,16,4.5,INTERNL COMBST ENGNS,4.56,4.38,MEG,4.44,8.94,Undergraduate,24421,"SINGH, SATBIR",4.5,4.63,Fall,21,4.75,4.75,4.56,2015
3,3.67,ENERGY & THE ENVRNMT,3.67,3.67,MEG,3.67,5.0,Undergraduate,24424,"RUBIN, EDWARD",3.67,3.67,Fall,9,3.67,3.67,3.67,2017,8,3.75,ENERGY & THE ENVRNMT,3.5,3.5,MEG,4.25,8.38,Undergraduate,24424,"RUBIN, EDWARD",4.13,4.5,Fall,10,4.75,4.0,3.75,2016,6,3.83,ENERGY & THE ENVRNMT,4.33,3.5,MEG,4.83,7.0,Undergraduate,24424,"RUBIN, EDWARD",5.0,5.0,Fall,9,4.83,4.67,4.17,2015
2,3.5,CMBSTN AIR POLL CTRL,3.5,3.5,MEG,3.0,12.5,Undergraduate,24425,"PRESTO, ALBERT",4.5,4.0,Fall,2,4.5,4.0,3.5,2017,2,4.0,CMBSTN AIR POLL CTRL,3.0,4.0,MEG,3.5,6.5,Undergraduate,24425,"PRESTO, ALBERT",3.5,4.5,Fall,2,4.0,3.0,3.0,2016,1,4.0,CMBSTN AIR POLL CTRL,3.0,4.0,MEG,4.0,5.0,Undergraduate,24425,"PRESTO, ALBERT",3.0,5.0,Spring,3,3.0,3.0,3.0,2015
22,2.9,ENGINEERING DSIGN II,2.57,2.81,MEG,2.9,9.27,Undergraduate,24441,"VARGAS HERNANDEZ, NOE",4.14,4.33,Spring,45,3.1,2.67,2.76,2015,25,4.63,ENGINEERING DSIGN II,4.5,4.58,MEG,4.79,15.96,Undergraduate,24441,"KARA, LEVENT",4.68,4.63,Spring,34,4.7,4.5,4.54,2015,23,2.57,ENGINEERING DSIGN II,2.3,2.48,MEG,2.7,11.87,Undergraduate,24441,"VARGAS HERNANDEZ, NOE",3.2599999999999993,3.5199999999999996,Fall,36,2.91,2.74,2.43,2015
112,4.19,MECH SYSTMS EXPRMNTN,3.96,4.15,MEG,4.16,10.94,Undergraduate,24452,"JAYAN, BABY REEJA",4.41,4.56,Fall,114,4.18,4.22,4.27,2016,102,4.34,MECH SYSTMS EXPRMNTN,4.2,4.43,MEG,4.27,10.71,Undergraduate,24452,"SREENATH, KOUSHIL",4.57,4.64,Fall,102,4.41,4.44,4.49,2015,102,4.42,MECH SYSTMS EXPRMNTN,4.27,4.38,MEG,4.35,10.57,Undergraduate,24452,"JAYAN, BABY REEJA",4.56,4.64,Fall,102,4.41,4.43,4.44,2015
112,4.15,MECH SYSTMS EXPRMNTN,3.9199999999999995,4.14,MEG,4.13,10.92,Undergraduate,24452,"SREENATH, KOUSHIL",4.35,4.56,Fall,114,4.1,4.26,4.27,2016,112,4.19,MECH SYSTMS EXPRMNTN,3.96,4.15,MEG,4.16,10.94,Undergraduate,24452,"JAYAN, BABY REEJA",4.41,4.56,Fall,114,4.18,4.22,4.27,2016,102,4.34,MECH SYSTMS EXPRMNTN,4.2,4.43,MEG,4.27,10.71,Undergraduate,24452,"SREENATH, KOUSHIL",4.57,4.64,Fall,102,4.41,4.44,4.49,2015
97,4.33,MECH SYSTMS EXPRMNTN,4.13,4.39,MEG,4.29,10.13,Undergraduate,24452,"JAYAN, BABY REEJA",4.6,4.73,Fall,101,4.33,4.38,4.46,2017,112,4.15,MECH SYSTMS EXPRMNTN,3.9199999999999995,4.14,MEG,4.13,10.92,Undergraduate,24452,"SREENATH, KOUSHIL",4.35,4.56,Fall,114,4.1,4.26,4.27,2016,112,4.19,MECH SYSTMS EXPRMNTN,3.96,4.15,MEG,4.16,10.94,Undergraduate,24452,"JAYAN, BABY REEJA",4.41,4.56,Fall,114,4.18,4.22,4.27,2016
3,4.33,CARDIO MECH,4.33,4.33,MEG,4.33,9.0,Graduate,24612,"COOK, KEITH",4.33,4.33,Spring,4,4.33,4.67,4.33,2017,5,5.0,CARDIO MECH,5.0,4.8,MEG,4.6,10.4,Graduate,24612,"COOK, KEITH",4.6,4.8,Spring,5,4.8,5.0,5.0,2016,2,5.0,CARDIO MECH,4.5,4.5,MEG,5.0,11.0,Graduate,24612,"COOK, KEITH",5.0,5.0,Spring,10,5.0,5.0,5.0,2015
9,3.7799999999999994,MICROELECTROMECH SYS,3.56,3.7799999999999994,MEG,3.56,13.22,Graduate,24614,"PIAZZA, GIANLUCA",3.56,4.22,Fall,14,3.6300000000000003,3.44,3.67,2017,6,3.83,MICROELECTROMECH SYS,3.5,3.67,MEG,3.0,10.5,Graduate,24614,"MUKHERJEE, TAMAL",3.67,4.33,Fall,9,4.0,3.67,3.5,2016,8,4.5,MICROELECTROMECH SYS,3.75,4.0,MEG,3.63,14.13,Graduate,24614,"PIAZZA, GIANLUCA",4.25,4.5,Fall,13,4.38,3.75,3.75,2015
24,4.13,COMP TRNSPT PHENOM,4.04,4.21,MEG,4.22,13.089999999999998,Graduate,24618,"SINGH, SATBIR",4.08,4.5,Spring,27,4.08,3.8800000000000003,4.0,2017,20,4.6,COMP TRNSPT PHENOM,4.05,4.5,MEG,4.5,13.6,Graduate,24618,"SINGH, SATBIR",4.75,4.85,Spring,22,4.8,4.25,4.25,2016,14,4.36,COMP TRNSPT PHENOM,4.43,4.43,MEG,4.5,13.929999999999998,Graduate,24618,"SINGH, SATBIR",4.36,4.64,Spring,16,4.43,4.38,4.43,2015
20,4.85,MOL SIM MATERIAL,4.8,5.0,MEG,4.85,11.35,Graduate,24623,"MCGAUGHEY, ALAN",5.0,4.95,Fall,26,4.9,5.0,5.0,2017,8,4.88,MOL SIM MATERIAL,4.88,5.0,MEG,4.63,12.25,Graduate,24623,"MCGAUGHEY, ALAN",4.88,5.0,Fall,12,5.0,4.88,4.88,2016,14,5.0,MOL SIM MATERIAL,4.93,5.0,MEG,5.0,13.17,Graduate,24623,"MCGAUGHEY, ALAN",5.0,5.0,Fall,16,5.0,4.86,4.93,2015
12,4.67,ENG TRNSP CONV NANSC,4.75,4.67,MEG,4.5,10.83,Graduate,24628,"MALEN, JONATHAN",4.92,5.0,Spring,16,5.0,4.75,5.0,2017,13,4.77,ENG TRNSP CONV NANSC,4.85,4.85,MEG,4.62,10.25,Graduate,24628,"MALEN, JONATHAN",4.85,4.69,Spring,15,4.77,4.69,4.85,2016,10,4.8,ENG TRNSP CONV NANSC,4.9,4.9,MEG,4.8,9.5,Graduate,24628,"MALEN, JONATHAN",4.9,5.0,Spring,11,4.9,5.0,4.9,2015
21,4.57,SP TPS APP FIN EL AN,4.14,4.52,MEG,4.24,9.71,Graduate,24650,"BURG, JAMES",4.67,4.67,Spring,27,4.67,4.1,4.1,2016,39,4.34,SP TPS APP FIN EL AN,4.37,4.32,MEG,4.11,9.69,Graduate,24650,"BURG, JAMES",4.47,4.71,Fall,48,4.39,4.32,4.34,2016,28,3.93,SP TPS APP FIN EL AN,3.63,3.64,MEG,3.56,10.070000000000002,Graduate,24650,"BURG, JAMES",4.04,4.44,Fall,43,4.04,3.85,3.56,2015
33,4.42,MAT SLC ENGR,4.36,4.42,MEG,4.39,12.48,Graduate,24651,"DE BOER, MAARTEN",4.61,4.73,Spring,42,4.79,4.64,4.41,2017,25,4.6,MAT SLC ENGR,4.44,4.6,MEG,4.32,12.0,Graduate,24651,"DE BOER, MAARTEN",4.52,4.68,Spring,39,4.68,4.63,4.44,2016,34,4.33,SPC TPC MAT SLC ENGR,4.09,4.0,MEG,3.9400000000000004,9.94,Graduate,24651,"DE BOER, MAARTEN",4.24,4.33,Spring,48,4.24,4.21,3.85,2015
18,4.11,SF RB MC DS MD,4.22,4.17,MEG,4.39,12.0,Graduate,24673,"MAJIDI, CARMEL",4.33,4.28,Spring,23,4.33,4.11,4.11,2017,17,4.65,SF RB MC DS MD,4.65,4.63,MEG,4.47,9.69,Graduate,24673,"MAJIDI, CARMEL",4.59,4.71,Spring,26,4.71,4.65,4.76,2016,24,4.46,SF RB MC DS MD,4.43,4.58,MEG,4.54,10.21,Graduate,24673,"MAJIDI, CARMEL",4.5,4.71,Spring,35,4.67,4.54,4.54,2015
39,4.79,COMP AID DESIGN,4.59,4.59,MEG,4.46,10.67,Graduate,24681,"SHIMADA, KENJI",4.69,4.95,Fall,39,4.74,4.53,4.55,2017,38,4.53,COMP AID DESIGN,4.32,4.47,MEG,4.55,11.42,Graduate,24681,"SHIMADA, KENJI",4.53,4.79,Spring,38,4.55,4.42,4.46,2016,36,4.42,COMP AID DESIGN,4.5,4.56,MEG,4.33,9.08,Graduate,24681,"SHIMADA, KENJI",4.61,4.86,Spring,38,4.69,4.61,4.47,2015
15,3.93,INTRD CAD/CAE TOOLS,3.67,3.93,MEG,3.67,8.8,Graduate,24688,"OZEL, SUALP",4.0,4.6,Spring,24,4.27,4.0,3.8,2016,32,4.34,INTRD CAD/CAE TOOLS,4.25,4.38,MEG,4.06,8.9,Graduate,24688,"OZEL, SUALP",4.38,4.78,Fall,53,4.44,4.31,4.25,2016,32,3.72,INTRD CAD/CAE TOOLS,3.59,3.66,MEG,3.53,9.39,Graduate,24688,"OZEL, SUALP",3.72,4.5,Fall,41,4.06,3.78,3.66,2015
17,4.41,INTRD CAD/CAE TOOLS,4.06,4.47,MEG,4.06,9.24,Graduate,24688,"OZEL, SUALP",4.29,4.82,Fall,25,4.65,4.29,4.35,2017,15,3.93,INTRD CAD/CAE TOOLS,3.67,3.93,MEG,3.67,8.8,Graduate,24688,"OZEL, SUALP",4.0,4.6,Spring,24,4.27,4.0,3.8,2016,32,4.34,INTRD CAD/CAE TOOLS,4.25,4.38,MEG,4.06,8.9,Graduate,24688,"OZEL, SUALP",4.38,4.78,Fall,53,4.44,4.31,4.25,2016
13,4.38,INTRD CAD/CAE TOOLS,4.08,4.38,MEG,4.15,9.64,Graduate,24688,"OZEL, SUALP",4.46,4.62,Spring,23,4.46,4.0,4.25,2017,17,4.41,INTRD CAD/CAE TOOLS,4.06,4.47,MEG,4.06,9.24,Graduate,24688,"OZEL, SUALP",4.29,4.82,Fall,25,4.65,4.29,4.35,2017,15,3.93,INTRD CAD/CAE TOOLS,3.67,3.93,MEG,3.67,8.8,Graduate,24688,"OZEL, SUALP",4.0,4.6,Spring,24,4.27,4.0,3.8,2016
14,4.5,SPC TPS:ME PROJ MGT,4.36,4.21,MEG,4.21,8.07,Graduate,24691,"CRUMMY, TYLER",4.5,4.79,Fall,19,4.64,4.64,4.57,2017,12,3.91,SPC TPS:ME PROJ MGT,3.67,3.75,MEG,4.33,5.82,Graduate,24691,"MAGO, ANGELO",4.67,4.83,Spring,21,4.5,4.58,4.27,2016,12,4.17,SPC TPS:ME PROJ MGT,3.5,4.08,MEG,4.25,6.5,Graduate,24691,"CRUMMY, TYLER",4.75,4.83,Spring,21,4.58,4.58,4.33,2016
26,4.54,NUML MTHS IN ENGING,4.35,4.62,MEG,4.36,11.620000000000001,Graduate,24703,"ZHANG, YONGJIE",4.31,4.81,Fall,31,4.38,4.42,4.42,2016,18,3.94,NUML MTHS IN ENGING,3.8199999999999994,4.06,MEG,3.8800000000000003,12.22,Graduate,24703,"SINGH, SATBIR",3.94,4.47,Spring,23,3.94,3.8800000000000003,3.8199999999999994,2015,34,4.68,NUML MTHS IN ENGING,4.5,4.71,MEG,4.38,9.82,Graduate,24703,"ZHANG, YONGJIE",4.47,4.71,Fall,43,4.62,4.68,4.41,2015
18,4.22,NUML MTHS IN ENGING,3.56,4.28,MEG,3.7200000000000006,11.89,Graduate,24703,"SINGH, SATBIR",3.8899999999999997,4.61,Spring,20,4.0,3.8899999999999997,3.7200000000000006,2016,26,4.54,NUML MTHS IN ENGING,4.35,4.62,MEG,4.36,11.620000000000001,Graduate,24703,"ZHANG, YONGJIE",4.31,4.81,Fall,31,4.38,4.42,4.42,2016,18,3.94,NUML MTHS IN ENGING,3.8199999999999994,4.06,MEG,3.8800000000000003,12.22,Graduate,24703,"SINGH, SATBIR",3.94,4.47,Spring,23,3.94,3.8800000000000003,3.8199999999999994,2015
27,4.63,NUML MTHS IN ENGING,4.48,4.7,MEG,4.41,9.44,Graduate,24703,"ZHANG, YONGJIE",4.44,4.809999999999999,Fall,37,4.52,4.5,4.46,2017,18,4.22,NUML MTHS IN ENGING,3.56,4.28,MEG,3.7200000000000006,11.89,Graduate,24703,"SINGH, SATBIR",3.8899999999999997,4.61,Spring,20,4.0,3.8899999999999997,3.7200000000000006,2016,26,4.54,NUML MTHS IN ENGING,4.35,4.62,MEG,4.36,11.620000000000001,Graduate,24703,"ZHANG, YONGJIE",4.31,4.81,Fall,31,4.38,4.42,4.42,2016
8,4.63,PROB ESTM MTH ENG SY,4.25,4.63,MEG,4.25,6.13,Graduate,24704,"OPPENHEIM, IRVING",4.63,4.75,Fall,23,4.5,4.38,4.38,2017,17,4.35,PROB ESTM MTH ENG SY,3.9400000000000004,4.29,MEG,3.71,7.82,Graduate,24704,"OPPENHEIM, IRVING",4.29,4.76,Fall,26,4.06,4.0,3.8799999999999994,2016,4,4.75,PROB ESTM MTH ENG SY,4.75,4.5,MEG,4.0,9.5,Graduate,24704,"OPPENHEIM, IRVING",4.75,4.75,Fall,8,4.5,4.25,4.75,2015
5,4.6,ENGRY SYSTEMS MODLNG,4.8,4.6,MEG,4.6,9.2,Graduate,24722,"SIEFERT, NICHOLAS",4.8,4.8,Fall,11,4.8,4.8,4.8,2017,17,4.06,ENGRY SYSTEMS MODLNG,4.0,4.19,MEG,4.06,14.56,Graduate,24722,"SIEFERT, NICHOLAS",4.38,4.81,Fall,19,4.25,3.63,4.06,2016,16,4.69,ENGRY SYSTEMS MODLNG,4.25,4.44,MEG,4.38,12.27,Graduate,24722,"SIEFERT, NICHOLAS",4.56,4.75,Fall,16,4.69,4.19,3.88,2015
11,4.18,ADV HEAT TRANSFER,3.82,3.73,MEG,4.09,9.09,Graduate,24730,"YAO, SHI-CHUNE",4.09,4.55,Fall,15,4.45,3.9100000000000006,4.0,2017,2,4.5,ADV HEAT TRANSFER,4.5,4.5,MEG,4.5,8.0,Graduate,24730,"YAO, SHI-CHUNE",4.5,4.5,Fall,4,4.5,4.5,4.5,2016,17,4.53,ADV HEAT TRANSFER,4.5,4.53,MEG,4.41,9.38,Graduate,24730,"YAO, SHI-CHUNE",4.59,4.82,Fall,18,4.65,4.47,4.47,2015
7,4.71,CMB AIR POLLUTN CNTR,4.57,4.57,MEG,4.43,8.43,Graduate,24740,"PRESTO, ALBERT",4.86,4.86,Fall,7,4.86,4.57,4.86,2017,8,3.88,CMB AIR POLLUTN CNTR,3.88,4.13,MEG,3.75,8.38,Graduate,24740,"PRESTO, ALBERT",4.25,4.75,Fall,11,4.25,4.0,4.0,2016,11,4.0,CMB AIR POLLUTN CNTR,4.18,4.0,MEG,3.9100000000000006,8.55,Graduate,24740,"PRESTO, ALBERT",4.09,4.36,Spring,19,4.27,4.0,4.09,2015
20,4.6,FNTE ELMT MTHD MEC I,4.6,4.55,MEG,4.65,12.95,Graduate,24755,"BIELAK, JACOBO",4.6,4.84,Spring,22,4.6,4.65,4.6,2016,22,4.23,FNTE ELMT MTHD MEC I,4.05,4.14,MEG,4.09,16.77,Graduate,24755,"BIELAK, JACOBO",4.27,4.64,Fall,25,4.23,4.18,4.09,2016,21,4.85,FNTE ELMT MTHD MEC I,4.62,4.86,MEG,4.71,16.26,Graduate,24755,"BIELAK, JACOBO",4.81,4.9,Spring,28,4.71,4.62,4.57,2015
16,4.38,FNTE ELMT MTHD MEC I,4.56,4.06,MEG,4.31,17.31,Graduate,24755,"BIELAK, JACOBO",4.56,4.56,Fall,22,4.44,4.38,4.44,2017,20,4.6,FNTE ELMT MTHD MEC I,4.6,4.55,MEG,4.65,12.95,Graduate,24755,"BIELAK, JACOBO",4.6,4.84,Spring,22,4.6,4.65,4.6,2016,22,4.23,FNTE ELMT MTHD MEC I,4.05,4.14,MEG,4.09,16.77,Graduate,24755,"BIELAK, JACOBO",4.27,4.64,Fall,25,4.23,4.18,4.09,2016
15,4.67,NON LINEAR CONTROL,4.73,4.6,MEG,4.33,12.0,Graduate,24776,"SREENATH, KOUSHIL",4.73,4.53,Spring,15,4.6,4.73,4.73,2017,20,4.45,NON LINEAR CONTROL,4.55,4.75,MEG,4.15,12.25,Graduate,24776,"SREENATH, KOUSHIL",4.75,5.0,Spring,22,4.55,4.7,4.75,2016,24,4.75,NON LINEAR CONTROL,4.54,4.79,MEG,4.5,12.17,Graduate,24776,"SREENATH, KOUSHIL",4.79,4.83,Spring,24,4.75,4.67,4.58,2015
