course_id,stats_i_answers,stats_net_time,stats_posts,stats_questions,stats_response_time,stats_s_answers,top_user_0_answers,top_user_0_asks,top_user_0_days,top_user_0_posts,top_user_0_user_id,top_user_0_views,top_user_1_answers,top_user_1_asks,top_user_1_days,top_user_1_posts,top_user_1_user_id,top_user_1_views,top_user_2_answers,top_user_2_asks,top_user_2_days,top_user_2_posts,top_user_2_user_id,top_user_2_views
jcrvy0k3ulw5do,68.0,0,243,86,4039.0,13,3.0,10.0,69.0,31.0,jbsaeumalcd15o,52.0,2.0,16.0,80.0,26.0,j6h0au03x8k484,75.0,1.0,13.0,58.0,22.0,j6h0as36cps46m,66.0
j6vrpe40gh82k9,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6vthj3l3pxzb,140.0,0,583,174,2894.0,18,4.0,13.0,206.0,37.0,isddjfebha59h,89.0,0.0,13.0,198.0,31.0,ioa6unpf27a15m,84.0,0.0,12.0,197.0,29.0,j6w7bs8xlfq52s,72.0
j6vtiwfk4an1fv,67.0,0,231,70,1620.0,13,0.0,17.0,58.0,28.0,hqr5khg6unr3tv,49.0,6.0,11.0,46.0,28.0,jci62o299be1e1,62.0,1.0,14.0,77.0,22.0,j6waw173tsb40w,57.0
j6vvw5wgzm354b,,0,6,6,,0,,,,,,,,,,,,,,,,,,
j6vxol3r4praz,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6w2an1cou83nc,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6w2atpc9zypc,,0,6,6,,0,,,,,,,,,,,,,,,,,,
j6w2e5dz862179,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6w2v5vuymn1jq,50.0,0,138,55,1194.0,6,6.0,18.0,17.0,30.0,iprn5ttldxa1lw,47.0,0.0,12.0,60.0,12.0,ipbrvcatawl3zy,40.0,0.0,4.0,34.0,5.0,iprn4vpx9zto9,48.0
j6w3i3uc3l61s4,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6w4q0cxvme535,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6w4qxyv5t868v,,0,8,6,,1,,,,,,,,,,,,,,,,,,
j6w86prgmojj5,,0,5,5,,0,,,,,,,,,,,,,,,,,,
jclef302bh84eg,,0,6,6,,0,,,,,,,,,,,,,,,,,,
j6w88thfhgy307,296.0,0,1384,381,3429.0,117,10.0,19.0,203.0,77.0,hzx3302n5hx2tf,333.0,14.0,30.0,218.0,65.0,isg5uqgncw24bl,338.0,18.0,9.0,214.0,58.0,ie07dsdhf8b1p9,333.0
j6w8poqoj8p2le,6.0,0,64,37,,2,0.0,0.0,39.0,7.0,ie1gyp5l9ek5ca,22.0,0.0,1.0,76.0,4.0,isg1ujeaewjg0,25.0,0.0,1.0,76.0,3.0,in8s8lfti3r46t,23.0
j6w8sf8sur63n6,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6w9dr8h6ne60p,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6w9fij6skx6pm,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6w9xjmcmso27l,19.0,0,119,57,1059.0,0,0.0,1.0,215.0,7.0,j1dqhybqz1d3dn,37.0,0.0,1.0,188.0,6.0,j1dqhx47ar93bz,42.0,0.0,0.0,227.0,4.0,j1dqhwsbs7v3bn,40.0
j6waccopr2g6vf,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6wam8oyvbq7ch,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6wavibz6fz77p,,0,5,5,,0,,,,,,,,,,,,,,,,,,
jamw2q9jp244gm,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6wbj3jrk3175k,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6wbkh7wbxi1re,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6wctmn4veu7nk,,0,5,5,,0,,,,,,,,,,,,,,,,,,
jcq670ibsqq21p,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6wdbbq9bre450,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6wdkvpduwg107,,0,38,21,307.0,10,,,,,,,,,,,,,,,,,,
j6wejwguehc5in,,0,5,5,,0,,,,,,,,,,,,,,,,,,
jcj6l816bhy66s,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6wel7w6foo338,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6wfb5yk4xur3,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6wfo59aw5v3mu,1.0,0,7,6,,0,,,,,,,,,,,,,,,,,,
j6wfrsea6h85be,374.0,0,2038,887,726.0,45,7.0,27.0,169.0,82.0,j6whn49oo703z,511.0,3.0,41.0,90.0,64.0,j6whmzudgtd7nm,499.0,2.0,22.0,90.0,51.0,j6whn0diicg7of,268.0
j6wfrxczf9m4gr,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6wg3gooe8o44i,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6wge6hhjqr47w,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6wgoqb0fnk5tu,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6whiz6f7ue5o9,1.0,0,8,7,,0,,,,,,,,,,,,,,,,,,
j6whxo9ajm72gx,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6wj90evsfh1fo,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6wjdyeizuomh,,0,6,6,,0,,,,,,,,,,,,,,,,,,
j6wjsq5jwj57a6,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6wk7o9xmaw3k8,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6wke3pad846ia,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6wkxktexpz78o,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6wl5dumfy737m,,0,6,6,,0,,,,,,,,,,,,,,,,,,
j6wlgodw62a75i,,0,5,5,,0,,,,,,,,,,,,,,,,,,
jc86zblyvyk5f9,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6wlzgepcte3kl,,0,11,9,,0,,,,,,,,,,,,,,,,,,
j6wmzpi5bo57gj,,0,5,5,,0,,,,,,,,,,,,,,,,,,
jcs6pagjv2p109,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6wn5l5d2t32vd,,0,6,6,,0,,,,,,,,,,,,,,,,,,
j6wni92tziu13w,,0,8,8,,0,,,,,,,,,,,,,,,,,,
j6wntebindb40q,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6wonxqvd9d6tv,,0,6,6,,0,,,,,,,,,,,,,,,,,,
j6woxhp8w7m3gv,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6wq9fz6dwj2bd,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6wqb9luy4a5qi,153.0,0,405,117,3908.0,32,3.0,17.0,107.0,26.0,hx1xt4xtu8b74f,94.0,17.0,3.0,34.0,22.0,j6w7nnftyv97hs,75.0,0.0,9.0,29.0,16.0,hy5yqdfkmaq16y,47.0
j6wqbco0k921pq,,0,6,6,,0,,,,,,,,,,,,,,,,,,
j6wqw1jovb1j5,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6wrck2xeym3f1,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6wri6rl6tp3c1,,0,6,6,,0,,,,,,,,,,,,,,,,,,
j6wrlc13t1321n,,0,7,7,,0,,,,,,,,,,,,,,,,,,
j6wsp6jdbh46zd,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6wsuekpm5g5pv,44.0,0,587,131,3983.0,25,1.0,1.0,208.0,30.0,j5s5txtfpfb16f,124.0,1.0,6.0,89.0,30.0,j5s7ahe1dlh61j,39.0,1.0,1.0,187.0,25.0,j6wsgz5cqzg2d9,93.0
j6wt2v8mu1331v,,0,7,7,,0,,,,,,,,,,,,,,,,,,
j6wta1xp6xo37q,,0,6,6,,0,,,,,,,,,,,,,,,,,,
j6wtg56z3st4fg,82.0,0,284,123,1964.0,11,3.0,16.0,119.0,30.0,j3du4paa3ss37j,92.0,2.0,9.0,36.0,12.0,j3du4xb2qil3ey,53.0,0.0,8.0,87.0,9.0,j75pnudnpex41i,110.0
jd0olsqdi4r6k1,,0,6,6,,0,,,,,,,,,,,,,,,,,,
j6wu0nq4ufv2tf,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6wvw33l6tf1we,7.0,0,34,20,1252.0,0,,,,,,,,,,,,,,,,,,
j6wvz2gz8qq3qi,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6wvzoucjdg3zt,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6wwxar272v6ms,,0,8,7,,1,,,,,,,,,,,,,,,,,,
j6wxp03tfs2y0,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6wy4aznaer3nu,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6wy6cuwrfd3fk,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6wy7oxe19l557,,0,6,6,,0,,,,,,,,,,,,,,,,,,
j6x0sfrduc42zu,8.0,0,140,52,5049.0,5,0.0,1.0,98.0,9.0,j6xu30i9k3u3cs,46.0,0.0,1.0,47.0,5.0,itaa8p1pbg45c9,10.0,0.0,1.0,170.0,4.0,hx1x554fjdo23p,45.0
j6x13fgdlpt4l2,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6x18m1224qlt,,0,6,6,,0,,,,,,,,,,,,,,,,,,
j6x24deqvbs2fo,,0,6,6,,0,,,,,,,,,,,,,,,,,,
j6x3021iw275ig,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6x3sm5e1ww61e,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6xbnjxhjae4zj,,0,7,7,,0,,,,,,,,,,,,,,,,,,
j6xgq6t7oxc581,152.0,0,905,282,2618.0,71,22.0,19.0,198.0,78.0,j6p5qzuonax72n,207.0,10.0,11.0,89.0,47.0,ir81t7idtr12to,198.0,4.0,10.0,189.0,32.0,j6v9jz3etIT,195.0
j6xh27ejtcn1y,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6xj4t2prs3lw,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6xmfbruyd3wp,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6xnhtaovn55xk,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6xnn1pmwzx3e8,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6xnwb35kgd7mr,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6xogdfcoc4qo,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6xotelcfrg4rx,22.0,0,61,26,1033.0,2,,,,,,,,,,,,,,,,,,
j6xpb8x0n1c7hn,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6xq5egxk0y8k,,0,7,7,,0,,,,,,,,,,,,,,,,,,
j6xqq51bd584ez,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6xqr8hguvh583,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6xqs7kldfd592,53.0,0,224,114,923.0,7,2.0,10.0,120.0,30.0,j6xqu59aci771m,72.0,4.0,9.0,97.0,23.0,j6xqu5hwolb71u,72.0,0.0,7.0,102.0,7.0,j6xqvrssdalr,53.0
j9gnk5x4dy71nl,1.0,0,9,7,,0,,,,,,,,,,,,,,,,,,
j6xqvgj77lg6jw,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6xqyncajqc1c8,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6xsa98jjeh2u2,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6xt0nncyph361,,0,8,7,,1,,,,,,,,,,,,,,,,,,
jcj98s3g2eg2gw,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6xt7y5ym2z44,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6xtlqm21rd10y,,0,7,6,,1,,,,,,,,,,,,,,,,,,
j6xtrm4sabv505,,0,15,10,,0,,,,,,,,,,,,,,,,,,
j6xtuvo88v6520,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6xu0swn1y22pv,1.0,0,27,13,,0,,,,,,,,,,,,,,,,,,
j6xuhw7un6g2e0,45.0,0,133,62,2940.0,5,0.0,8.0,178.0,11.0,j6h0apvt8l744l,28.0,0.0,6.0,38.0,8.0,hkxe0sog5f43cl,37.0,0.0,7.0,163.0,7.0,ixxoah2wpufdz,50.0
j6xupk5p7c6e3,,0,5,5,,0,,,,,,,,,,,,,,,,,,
jcy8ntsc9k72g2,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6xusc273ar1nv,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6xvf85k4u52fd,68.0,0,375,144,3804.0,16,3.0,16.0,64.0,38.0,iqb4hatvruv58u,105.0,4.0,16.0,48.0,29.0,ishw8y465rvlg,124.0,1.0,4.0,126.0,26.0,j6xu2z6fgzi3c1,87.0
j6xvj0mw5v24pm,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6xvkz0vlp65rs,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6xvx16366o40u,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6xwfh6pnhclj,39.0,0,124,53,4299.0,19,7.0,5.0,97.0,15.0,j75bpzp5usT,47.0,1.0,5.0,65.0,7.0,j79yiif2l6b,44.0,0.0,5.0,177.0,6.0,iayoszf25swny,38.0
j6xwyvh4ll35he,,0,6,6,,0,,,,,,,,,,,,,,,,,,
j6xxswhc2aj4ft,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6xz4i80u1f7g3,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6xzi8m78rp4zi,9.0,0,58,31,,2,0.0,2.0,115.0,6.0,isbx56udcqtd1,25.0,0.0,3.0,107.0,5.0,idgkk9kme8d3jf,25.0,0.0,0.0,150.0,2.0,isgc37uctts4iv,25.0
j6xzo3uwyo21a8,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6y2h41850c6ut,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6y426ru9s16ni,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6y4958ff1l230,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6y68skxsw0qa,9.0,0,72,25,5138.0,4,,,,,,,,,,,,,,,,,,
j6y74efvvtp14o,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6y974f4u6jl8,,0,5,5,,0,,,,,,,,,,,,,,,,,,
jcjde6qc7co5wf,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6yaludtsbw44n,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6yank00sph2jq,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6yb1c7kswx5rn,,0,6,6,,0,,,,,,,,,,,,,,,,,,
j6ybva4c65nu4,,0,5,5,,0,,,,,,,,,,,,,,,,,,
jcl1wxizbo82wf,1.0,0,8,6,,0,,,,,,,,,,,,,,,,,,
j6ybyq1naiv4fd,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6ycy5sno9x2r8,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6yd3nr0vkmxk,,0,5,5,,0,,,,,,,,,,,,,,,,,,
jczrzg32q0t6rp,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6yd4xjx4sp1s9,,0,6,6,,0,,,,,,,,,,,,,,,,,,
jcgq6c6kzt53lr,,0,6,6,,0,,,,,,,,,,,,,,,,,,
j6ydotbwz756g5,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6ye19vz7jh6gq,,0,6,6,,0,,,,,,,,,,,,,,,,,,
j6yesahp4o6wt,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6yftxjx1q2589,,0,7,6,,1,,,,,,,,,,,,,,,,,,
j6yg1au67xg3vz,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6ygknd3u4w64d,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6yho8lqutct,,0,10,9,,0,,,,,,,,,,,,,,,,,,
j6ylq15mnal3rd,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6yogwhozh04i9,19.0,0,247,91,12100.0,1,0.0,5.0,117.0,15.0,iri1pv0dz801nf,83.0,0.0,2.0,48.0,14.0,j6ziobbszz53oc,66.0,0.0,2.0,136.0,13.0,j6h0aw14u8x49w,84.0
j6z01cf2o9l314,13.0,0,44,27,7034.0,2,,,,,,,,,,,,,,,,,,
jc9cea71mdrx,8.0,0,24,14,2418.0,1,,,,,,,,,,,,,,,,,,
j6z1du6h3b27ne,6.0,0,209,85,1235.0,8,3.0,6.0,139.0,25.0,ikavw1gwgzf7a1,43.0,3.0,5.0,190.0,22.0,isrlmmy8kx94ss,46.0,0.0,2.0,83.0,19.0,ixv0u3vjsca2th,51.0
j6z224k0u0d3ab,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6z2nc7ejuh3gr,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6z2t620mci7c2,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6z4hzjlxjj2bo,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6z4nuqehyf58u,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6z5nulmch530r,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6z7si6rqe52yq,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6z8rxpzfbo6er,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6z9f5vmxt659y,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6za3b0nade3u8,,0,6,6,,0,,,,,,,,,,,,,,,,,,
j6zbademy356wl,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6zbkueuxnk19r,,0,6,6,,0,,,,,,,,,,,,,,,,,,
j6zc3a2nzha2jx,,0,6,6,,0,,,,,,,,,,,,,,,,,,
j6zcezite433ye,,0,7,7,,0,,,,,,,,,,,,,,,,,,
j6zduuwd6w65m0,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6ze0qk0iag4ld,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6zge77x5nl18v,1.0,0,9,8,,0,,,,,,,,,,,,,,,,,,
j6zggh90ex72h8,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6zh735sixt28r,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6zhr3uun4xu0,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6zhz77peix6lz,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6zj3ya09wy1m1,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6zkcvvsrl84mq,,0,5,5,,0,,,,,,,,,,,,,,,,,,
jckpotgpn4346i,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6zn2kdlfue34i,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6zp95cttuy5b2,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6zpvp2doug6mp,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6zpvy0tkce1d,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6zq2vsboo43c,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6zrfseohdx77k,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6zrv3yohtum5,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6zu3xxwvh51a3,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6zuvb6sv3l4ik,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6zv38mfwo92ev,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6zxxx48oui284,,0,5,5,,0,,,,,,,,,,,,,,,,,,
isv1w7gflmd1jv,3.0,0,76,15,,0,,,,,,,,,,,,,,,,,,
j6zy70b9saf72m,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6zzdcc1wng22s,44.0,0,161,59,3493.0,11,1.0,8.0,73.0,15.0,iri1t2o7y5b64z,51.0,0.0,6.0,165.0,12.0,iy0vlwgfqe7ps,51.0,1.0,6.0,79.0,10.0,isdrs8lgtjl7k1,51.0
jfl87b2ewy0ht,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j70jkd3d69j5np,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j70kxvdts0r42e,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j70mdvllzs4q0,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j70mr1kpfhjlx,,0,7,7,,0,,,,,,,,,,,,,,,,,,
j70mufxr4fm3jj,18.0,0,51,25,2323.0,2,,,,,,,,,,,,,,,,,,
j70ntwpgezm1wm,,0,5,5,,0,,,,,,,,,,,,,,,,,,
jcif3073r1l2tb,,0,6,6,,0,,,,,,,,,,,,,,,,,,
j70ofulyu544jn,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j70paqs8osu54f,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j70sj8uzfbb1za,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j70tdrn53vj4g4,,0,5,5,,0,,,,,,,,,,,,,,,,,,
jckpfysx1w0325,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j70tvmpxe0r507,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j70ud9txzc34yi,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j70w4hwpxzt7h9,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j70w7gljy4pg2,42.0,0,125,61,1944.0,2,0.0,12.0,80.0,14.0,iayosu8jgjmjl,22.0,1.0,8.0,67.0,11.0,hkx2uf0ad7k376,44.0,0.0,7.0,51.0,8.0,hkx2ue7jo8l34p,50.0
j70xbdbwf8f4fa,34.0,0,118,42,2018.0,7,2.0,10.0,27.0,17.0,hzq78mqcfa05o7,21.0,0.0,5.0,74.0,7.0,ia1z56pwozv5jr,14.0,1.0,5.0,72.0,7.0,hkx2ufs4bw039n,16.0
jc93cxsd6kt7ad,104.0,0,262,101,2791.0,6,0.0,16.0,31.0,22.0,ipbrvv9k68k4lx,65.0,0.0,20.0,66.0,21.0,iayotd3qiqi10u,72.0,0.0,12.0,80.0,15.0,iayoszv69ron,74.0
j70xu50b1sc5dv,38.0,0,150,66,4209.0,0,0.0,7.0,84.0,15.0,iri0st9m78l7m9,60.0,0.0,7.0,148.0,13.0,hkx2ugjzuqh3c0,35.0,0.0,2.0,48.0,4.0,iri13tnzc695r6,58.0
j70ys34kq44127,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j70zputfbtf5v6,,0,5,5,,0,,,,,,,,,,,,,,,,,,
jdev1se3hz6335,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j711lxdobdu1ju,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j712k0yri1m2xk,,0,6,6,,0,,,,,,,,,,,,,,,,,,
j713vdjdw683ve,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j715ur4yoyd46x,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j71emfhyxp51h9,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j71xcxihwhp4fy,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j71zz1619j576r,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j722w4i63vz2e7,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j723e1l58623u9,,0,6,6,,0,,,,,,,,,,,,,,,,,,
jcy14w4c6z76mb,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j72446wrkgutu,7.0,0,61,24,2121.0,5,,,,,,,,,,,,,,,,,,
j727iua15bh5fz,26.0,0,1826,221,3378.0,120,9.0,8.0,32.0,143.0,irez8xmj3oc74d,167.0,14.0,9.0,114.0,134.0,irf7g00w8n422l,198.0,7.0,4.0,87.0,131.0,irf9dgznd566aq,191.0
j7290rebiwk2cg,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j729wf2of3r1yd,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j72r31l9o5n4e7,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j73bx6znbkh3xc,32.0,0,170,68,1685.0,1,1.0,10.0,101.0,22.0,hqwu6pr72gw78m,16.0,0.0,6.0,121.0,15.0,iekyrdsujyk53t,25.0,0.0,8.0,122.0,13.0,hqft6rs6ff56sx,38.0
j73fef7axfffp,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j73kn1xdxlm6fu,20.0,0,77,28,769.0,1,,,,,,,,,,,,,,,,,,
j73pa6w1rsi246,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j73unbn1ful5zo,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j73vx5spzk6jk,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j740stv01vb57k,,0,6,6,,0,,,,,,,,,,,,,,,,,,
j746ws9oogxc6,,0,8,8,,0,,,,,,,,,,,,,,,,,,
jchu500h3mw38r,,0,17,14,,3,,,,,,,,,,,,,,,,,,
j74rgij1ggt7p6,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j7594obf57d65a,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j75o0z60jz055d,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j75pgeccqoj4em,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j76732gb29p7fc,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j76847iat4t62c,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j769ekifele1aw,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j76i5a3ipuko5,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j76lub9fhke1in,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j76ncyh6pp03dy,,0,5,5,,0,,,,,,,,,,,,,,,,,,
jcpdr7yyjda45u,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j76oiarsyuz4hf,,0,5,5,,0,,,,,,,,,,,,,,,,,,
jef67szigng1po,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j76twhj06r87mk,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j76w4g5o76r7od,,0,5,5,,0,,,,,,,,,,,,,,,,,,
jdade15l9oi330,,0,5,5,,0,,,,,,,,,,,,,,,,,,
jedg2rr5z34zw,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j76wt5a6jj7704,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j774gxy1o8rhj,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j77bp20u17i2xo,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j77qp3pqqlc2vl,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j77uu732fcp14b,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j77vltmxdro5a,184.0,0,644,255,3399.0,54,6.0,11.0,176.0,24.0,iayoszf25swny,219.0,4.0,11.0,82.0,21.0,iayost5tttfip,89.0,11.0,6.0,97.0,19.0,iayot0ygduvpi,179.0
j77z3n41mhz1hc,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j782cuktt4u23d,,0,6,6,,0,,,,,,,,,,,,,,,,,,
j786u4nkvfn4o2,,0,7,6,,0,,,,,,,,,,,,,,,,,,
j78aebfhwi5ov,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j78hthj23fv5dy,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j78ohcoid7061w,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j78zmnvseu44tm,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j794v1mmqqu1pw,26.0,0,1085,863,3604.0,14,5.0,28.0,74.0,49.0,ioa6uxn5pqq1ev,105.0,2.0,15.0,211.0,29.0,ioa6uvwxor61d8,105.0,1.0,15.0,155.0,27.0,isgbqtcnyw85kf,109.0
j79enyylm9jpj,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j79qmabhjmi2za,,0,5,5,,0,,,,,,,,,,,,,,,,,,
